NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
44,14,2,2,0,0.47005871,30,2,1352,65
,,,,,,,,1085,0
,,,,,,,,1737,0
483,423,20,20,0,0.67525983,60,17,2936,78
25,25,4,4,0,0.32734248,0,2,9166,1033
25,25,5,5,0,0.43090412,0,3,9693,110
822,1106,143,143,26,3.49964524,-284,48,14663,909
220,220,6,6,0,1.13644882,0,2,424,32
,,,,,,,,266,0
140,132,12,12,0,0.41525528,8,3,1157,72
,,,,,,,,3690,156
70,59,9,9,0,0.33587185,11,2,1730,0
201,49,5,5,0,0.372435,152,2,1040,0
124,49,7,7,0,0.128208,75,2,449,0
419,206,33,33,0,1.82385883,213,8,934,0
25,25,4,4,0,0.41073972,0,2,2238,42
,,,,,,,,378,80
975,890,123,123,39,2.07306837,85,52,9329,351
,,,,,,,,451,0
41,25,4,4,0,0.37106851,16,2,1115,0
105,49,6,6,0,0.50484437,56,2,515,43
408,245,35,35,0,1.04800331,163,8,3028,71
,,,,,,,,532,18
,,,,,,,,219,0
25,25,4,4,0,0.16383561,0,2,781,0
25,25,4,4,0,0.36449316,0,2,1444,53
,,,,,,,,2237,3
503,430,27,27,0,1.02994519,73,14,1067,0
80,90,16,16,0,0.27223745,-10,2,4123,0
,,,,,,,,67,0
60,25,4,4,0,0.30093151,35,2,564,19
25,25,4,4,0,0.30136988,0,2,76,0
25,25,4,4,0,0.30794519,0,1,584,0
,,,,,,,,366,0
12,25,4,4,0,0.030027397,-13,2,225,0
,,,,,,,,2,1
151,25,4,4,0,0.33786303,126,2,455,0
80,80,1,1,0,0,0,2,6620,524
15,25,4,4,0,0.06169863,-10,1,,
58,48,5,5,0,0.11375571,10,2,475,0
,,,,,,,,255,0
342,291,18,18,0,1.50101,51,12,3370,131
,,,,,,,,180,0
25,25,4,4,0,0.063780822,0,0,362,78
35,25,4,4,0,0.43561643,10,2,174,0
90,90,14,14,0,1.12782192,0,4,1017,0
,,,,,,,,267,66
1270,796,90,90,42,3.7524558,474,18,123597,1565
,,,,,,,,393,97
25,25,4,4,0,0.069150686,0,0,53,40
25,25,4,4,0,0.12854795,0,1,3569,57
218,127,10,10,0,0.85818425,91,4,3139,0
49,49,8,8,0,0.22660274,0,1,2215,243
98,68,10,10,0,0.60958776,30,3,3070,78
25,24,4,4,0,0.36598173,1,1,1249,0
2260,1919,104,104,127,4.54065645,341,42,48680,1875
245,230,14,14,0,0.564450662,15,5,12595,138
25,25,4,4,0,0.42410958,0,2,1963,177
25,25,4,4,0,0.30005479,0,2,1128,0
25,25,5,5,0,0.3909041,0,2,1430,0
705,418,58,58,0,2.07487874,287,24,5805,1
,,,,,,,,157,0
189,158,15,15,0,1.28983918,31,4,11536,328
,,,,,,,,1004,53
75,75,12,12,0,0.548273981,0,4,5013,606
95,58,6,6,0,0.40859708,37,2,3169,9
25,25,5,5,0,0.39035615,0,2,850,0
25,25,4,4,0,0.32230136,0,2,890,0
,,,,,,,,161,88
25,25,4,4,0,0.22038355,0,2,1165,71
49,49,4,4,0,0.25060105,0,2,6060,135
40,40,7,7,0,0.17541096,0,2,1447,72
389,274,27,27,0,1.16133035,115,6,60856,1484
,,,,,,,,1887,70
656,408,52,52,18,1.05987007,248,13,4746,0
25,25,4,4,0,0.13117808,0,0,1409,0
25,25,4,4,0,0.44558904,0,2,136,0
43,40,7,7,0,0.23123288,3,2,249,0
236,127,16,16,0,0.61183792,109,4,1894,58
440,338,52,52,14,2.07402498,102,26,3109,73
55,55,10,10,0,0.32119218,0,4,1667,126
,,,,,,,,336,66
,,,,,,,,170,0
4207,3348,483,483,112,7.82386402,859,68,420004,18306
50,50,8,8,0,0.69775343,0,5,1400,56
35,32,6,6,0,0.37215441,3,1,1951,0
172,102,30,30,0,0.85067862,70,4,692,0
517,466,69,69,15,1.31874495,51,13,12208,361
314,246,46,46,10,1.0958404,68,5,10559,919
25,25,4,4,0,0.1429041,0,0,40,0
,,,,,,,,2169,0
73,70,10,10,0,0.9628493,3,6,1098,34
94,84,12,12,0,0.35877365,10,2,1607,0
25,24,4,4,0,0.15148401,1,1,106,0
476,343,39,39,18,1.68274817,133,10,78566,1932
25,25,4,4,0,0.42093152,0,1,937,195
562,367,36,36,0,1.72798398,195,9,33646,984
25,25,4,4,0,0.13731645,0,2,390,0
161,104,16,16,0,0.83971236,57,6,5119,243
25,25,4,4,0,0.30816439,0,1,392,0
25,25,6,6,0,0.48131508,0,2,2393,0
370,189,13,13,6,0.68265703,181,4,6383,214
100,100,16,16,0,1.00800001,0,8,4160,4
25,25,4,4,0,0.23528767,0,2,98,0
43,43,9,9,0,0.87406394,0,4,1598,0
,,,,,,,,32571,80
50,50,8,8,0,0.51583562,0,2,828,0
25,14,2,2,0,0.29667318,11,1,462,0
134,79,16,16,0,0.84236839,55,4,20913,835
50,45,7,7,0,0.46144396,5,1,124,0
141,105,12,12,0,0.91365948,36,7,13636,467
1070,710,64,64,34,4.65550346,360,16,41713,1768
25,25,4,4,0,0.34147945,0,2,2167,123
25,25,4,4,0,0.2039452,0,2,531,0
795,687,60,60,0,2.30121842,108,14,15202,261
619,262,16,16,26,2.00312822,357,9,665,31
99,66,4,4,0,0.19045247,33,3,1136,0
25,22,4,4,0,0.80452055,3,1,349,0
90,66,14,14,0,0.25832295,24,2,2205,0
25,25,6,6,0,0.18684931,0,2,898,36
25,25,5,5,0,0.28701371,0,2,1618,0
16,16,3,3,0,0.18972602,0,1,373,0
146,133,12,12,0,0.12882893,13,2,15090,382
25,25,4,4,0,0.19276713,0,2,367,0
25,25,4,4,0,0.17391782,0,2,592,0
25,22,4,4,0,0.27534246,3,1,1294,71
236,200,16,16,0,0.5133602,36,6,12450,105
38,35,8,8,0,0.42498322,3,4,936,0
391,353,23,23,0,1.98848638,38,12,4957,26
24,24,4,4,0,0.83299088,0,0,148,0
50,50,8,8,0,0.70345207,0,4,196,0
25,25,4,4,0,0.16778082,0,2,34,0
296,279,12,12,0,0.36752138,17,3,1412,0
,,,,,,,,242,0
115,74,13,13,0,0.21681625,41,2,1899,0
48,48,6,6,0,0.35913241,0,2,7655,61
225,105,6,6,0,0.82680734,120,2,1869,0
,,,,,,,,37,0
18,18,3,3,0,0.28797564,0,2,1497,96
12,12,2,2,0,0.44269407,0,0,27,0
